"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"1",497.19770292466,-0.753054400095212,0.0557751067340323,-13.5016218558972,1.52971110197161e-41,4.34606221181154e-37,"ENSG00000134198.5"
"2",490.531036837127,-0.463836383515979,0.0441188646015998,-10.513334549846,7.49940530132582e-26,1.06532802007984e-21,"ENSG00000064763.6"
"3",118.897241988447,-0.574699832070212,0.0568190498558273,-10.1145625195855,4.76139413901092e-24,3.38189922208598e-20,"ENSG00000087903.8"
"4",26.1502931774999,-0.793544647344382,0.0782793913164181,-10.1373379889573,3.77239431747017e-24,3.38189922208598e-20,"ENSG00000233730.1"
"5",153.247351846524,-0.460900173186953,0.0488670839821174,-9.43171017439094,4.03456331524178e-21,2.29251956698669e-17,"ENSG00000241163.3"
"6",223.771724939421,-0.508408851438505,0.0541157881333136,-9.39483409510817,5.7308066276402e-21,2.71363245163143e-17,"ENSG00000267519.2"
"7",3135.72000956641,-0.405529778488358,0.0439203755401968,-9.23329487739032,2.62432384500945e-20,9.31995809507043e-17,"ENSG00000158710.10"
"8",266.243288541785,-0.34306551172294,0.0371155610422623,-9.24317192274965,2.39296069187339e-20,9.31995809507043e-17,"ENSG00000162769.8"
"9",44.5732016235607,-0.687682911660731,0.0757959235646523,-9.07282185267065,1.1597380654472e-19,3.66103535304671e-16,"ENSG00000176834.9"
"10",577.314009229877,-0.404727886163718,0.0447148817441742,-9.0513017227525,1.41273998829711e-19,4.01373558075093e-16,"ENSG00000069943.5"
"11",239.400517202282,-0.565588514761067,0.0630634372092111,-8.96856466742755,3.00403353968651e-19,7.75887244509394e-16,"ENSG00000111837.7"
"12",94.9772811674139,-0.276600464096214,0.0311907350474736,-8.86803288461193,7.44493463141552e-19,1.76265031510955e-15,"ENSG00000187049.5"
"13",51.3409131796085,-0.588081124490995,0.0664402680123701,-8.85127562070496,8.65245834241585e-19,1.89096149204905e-15,"ENSG00000213085.5"
"14",224.610734336376,-0.413226735737817,0.0470225577365914,-8.78784046696502,1.5246226451945e-18,3.09400385518721e-15,"ENSG00000253676.1"
"15",1272.90365892081,-0.421700451658518,0.0482531766677193,-8.73933035668156,2.34496220996934e-18,4.44151475649593e-15,"ENSG00000136867.6"
"16",577.120836658211,-0.770360035410804,0.0885966846946379,-8.69513388752602,3.46421053929254e-18,6.15135535199002e-15,"ENSG00000106714.13"
"17",570.028024902864,-0.240457905972034,0.0282087381970584,-8.52423473507614,1.53823397850737e-17,2.57075091549252e-14,"ENSG00000150054.14"
"18",2616.98395781063,-0.402297564035003,0.0478367591688505,-8.40979972357668,4.10711409010717e-17,6.48262324522416e-14,"ENSG00000155744.5"
"19",613.410678893612,-0.433968982524772,0.052917731831362,-8.20082357096751,2.38745704556267e-16,3.57000221692005e-13,"ENSG00000165801.5"
"20",53.6168125226589,-0.930407718536528,0.114181961987335,-8.1484649794311,3.68572752123565e-16,5.2357602302913e-13,"ENSG00000154330.8"
"21",71.5616064755098,-0.725839380551458,0.0900132139914774,-8.06369807681994,7.40204398550543e-16,1.00142605558188e-12,"ENSG00000124107.5"
"22",90.1433872450112,-0.286392010417587,0.0358420634144815,-7.99038847472921,1.3451420513388e-15,1.73712867366303e-12,"ENSG00000118690.8"
"23",37.591546064061,-0.346344497404496,0.0434987376385461,-7.96217352978045,1.69043173664844e-15,2.08812417695299e-12,"ENSG00000114670.9"
"24",531.084550120877,-0.191996177917562,0.0241581036280541,-7.947485484523,1.9033530082285e-15,2.1630464926712e-12,"ENSG00000165609.8"
"25",1573.66271217523,-0.579407334403345,0.0728855018139667,-7.94955539830442,1.87182064275366e-15,2.1630464926712e-12,"ENSG00000263740.1"
"26",133.721601179063,-0.317701978125308,0.0401101634986733,-7.92073505598691,2.36110567293111e-15,2.58005281821715e-12,"ENSG00000243660.5"
"27",811.479238266509,-0.459739248177103,0.0582840284332193,-7.88791132898206,3.07285964036673e-15,3.23344500897997e-12,"ENSG00000173868.7"
"28",850.275836762569,-0.413428495183454,0.0524952546334367,-7.87554033350895,3.39273402904478e-15,3.44253451782826e-12,"ENSG00000104903.4"
"29",317.485258203731,-0.268412277720059,0.0342394761620761,-7.83926355793242,4.53196440345003e-15,4.43991864366961e-12,"ENSG00000229124.2"
"30",24.9257653084408,-0.52761939179266,0.0673677737317419,-7.83192560130661,4.80453829768503e-15,4.55005791918432e-12,"ENSG00000207980.1"
"31",352.26315488458,-0.497732447786853,0.0649875297497981,-7.65889163202728,1.8754456087719e-14,1.68641421858774e-11,"ENSG00000135378.3"
"32",519.979172179635,-0.544283914283048,0.0710807863938373,-7.65725791590619,1.89944933282206e-14,1.68641421858774e-11,"ENSG00000179820.11"
"33",945.744494198487,-0.302524811420142,0.0397364768317124,-7.6132771584497,2.67231883100316e-14,2.30070455477669e-11,"ENSG00000112146.12"
"34",109.534036601576,-0.349079051180597,0.0463916778875171,-7.52460499546893,5.28799450288348e-14,4.41874152415949e-11,"ENSG00000114346.9"
"35",3558.69386294022,-0.22685935909583,0.0301648186940903,-7.52066045536267,5.45002212034034e-14,4.42401652745684e-11,"ENSG00000110422.7"
"36",16.4869653016828,-0.510100210984012,0.0680159532611546,-7.49971420712767,6.39571249764178e-14,5.0474607714028e-11,"ENSG00000119782.9"
"37",337.063971416625,-0.59843882964507,0.0800139792367339,-7.47917845548582,7.47886598852735e-14,5.74275842162298e-11,"ENSG00000105610.4"
"38",482.762807445206,-0.378182604887353,0.0508411699171854,-7.43851106304931,1.01826449347172e-13,7.49486459277204e-11,"ENSG00000136026.9"
"39",658.331208102604,-0.213324984697146,0.028683710012048,-7.43714758681996,1.028825874197e-13,7.49486459277204e-11,"ENSG00000163659.8"
"40",1732.60846520109,-0.33361933359186,0.0450640375960622,-7.40322774852761,1.32913503588446e-13,9.44051387612835e-11,"ENSG00000123405.9"
"41",100.449179077141,-0.246930340189396,0.0336504258352581,-7.33810446852261,2.16640048970116e-13,1.50120986129024e-10,"ENSG00000096093.10"
"42",520.219741123004,-0.320715475888898,0.0439782339332186,-7.29259561390999,3.04039645340674e-13,2.05668341994616e-10,"ENSG00000143409.11"
"43",170.299634561741,-0.74921594565436,0.102901959597112,-7.28087150709019,3.31670477533125e-13,2.19141626446363e-10,"ENSG00000124102.4"
"44",1043.61879508667,-0.250070377686318,0.0345351173172764,-7.24104613251793,4.45236911531595e-13,2.87491497580094e-10,"ENSG00000180304.10"
"45",4.29463440466855,-1.15834599252444,0.160658811250991,-7.20997487473505,5.59622019106211e-13,3.53320470773924e-10,"ENSG00000229019.1"
"46",706.355079086997,-0.15826622593399,0.0219619260916385,-7.20639097288676,5.74542854905612e-13,3.54855153276594e-10,"ENSG00000115310.13"
"47",646.762516268666,-0.32215919052543,0.0447629866705904,-7.19699945171644,6.15520103372048e-13,3.72075354402197e-10,"ENSG00000007237.14"
"48",39.9350802694044,-0.628457110469684,0.0875836145750664,-7.1755100941974,7.20380819749875e-13,4.26390405623202e-10,"ENSG00000196517.7"
"49",21.2388503295081,0.511294664784219,0.07133561644319,7.16745281358018,7.64059894887691e-13,4.43014401503147e-10,"ENSG00000239961.2"
"50",59.549543200749,-0.322048329537746,0.0449715640095462,-7.16115475702344,8.00002726942954e-13,4.54577549503526e-10,"ENSG00000180758.10"
"51",253.131033727661,-0.241368481522443,0.0337633063223897,-7.14884020000085,8.75141334006602e-13,4.87522361577678e-10,"ENSG00000141098.8"
"52",27.8031196938527,-0.438677631489482,0.0614084542334986,-7.14360322149555,9.0915591615906e-13,4.96731321807597e-10,"ENSG00000188026.7"
"53",484.313697636164,-0.519323967091416,0.0729073377061521,-7.1230685885763,1.05550259905668e-12,5.65809138524517e-10,"ENSG00000134755.10"
"54",663.37240226748,-0.25460443422511,0.0361182750248928,-7.04918587749931,1.79967613864125e-12,9.46862940276601e-10,"ENSG00000129355.6"
"55",3346.7559084305,-0.193724180851725,0.0277331926525394,-6.98528233942753,2.84283685697915e-12,1.43811849841012e-09,"ENSG00000124831.14"
"56",810.405537629019,-0.338814877823059,0.0484848490952269,-6.98805676712756,2.7871962171359e-12,1.43811849841012e-09,"ENSG00000135604.9"
"57",21.4945813110791,-0.406915983720261,0.0582706781541416,-6.98320315826528,2.8852470666072e-12,1.43811849841012e-09,"ENSG00000216316.1"
"58",471.646067984001,-0.27149023498483,0.0389097900754977,-6.97742738930358,3.00634103459668e-12,1.47264060575735e-09,"ENSG00000204054.7"
"59",246.74490837852,-0.40210885319151,0.0578729899312144,-6.94812646917744,3.70169098492618e-12,1.78252106055488e-09,"ENSG00000120306.5"
"60",470.27585282209,-0.304153565588009,0.0439568828627776,-6.91936156022483,4.53683597908076e-12,2.14826745002773e-09,"ENSG00000005238.15"
"61",20.6685586277339,-0.800670793156165,0.115803214785273,-6.91406360903542,4.70963829044119e-12,2.19353333556925e-09,"ENSG00000135116.5"
"62",6.77759548255674,-0.768237082309274,0.111170016102072,-6.91047019012668,4.83049941769338e-12,2.21353740251752e-09,"ENSG00000185020.5"
"63",1443.48444792891,-0.246104570648942,0.0357234777259777,-6.88915487279048,5.61248113690229e-12,2.53105081873859e-09,"ENSG00000185905.3"
"64",64.7016792862444,-0.645096589690044,0.093816760436622,-6.8761337173419,6.14987778615832e-12,2.6880642735776e-09,"ENSG00000178297.8"
"65",343.90344109827,-0.274551452611906,0.0399186402183751,-6.8777756734691,6.07943010565942e-12,2.6880642735776e-09,"ENSG00000181826.5"
"66",241.890572968618,-0.537873547565034,0.0783079154111351,-6.86869960387874,6.47897729817428e-12,2.78900339421863e-09,"ENSG00000108309.8"
"67",20.0579360317209,-2.25987117393521,0.330236593912596,-6.84318823410991,7.74497736914029e-12,3.28421719454694e-09,"ENSG00000226958.1"
"68",6.31493384919985,-0.861413803536189,0.125949858413407,-6.83933919726024,7.95593058251245e-12,3.3240579967612e-09,"ENSG00000077327.11"
"69",257.320325006914,0.261790643726162,0.0384672220001987,6.80555106695279,1.00663162870038e-11,4.14484220333426e-09,"ENSG00000178537.5"
"70",21.1708245239626,-0.422160806965661,0.0624327682501084,-6.76184668401161,1.36243839875616e-11,5.52974819243734e-09,"ENSG00000269194.1"
"71",13550.6580131746,-0.293818617619845,0.0435440567090913,-6.74761700736304,1.50293027659087e-11,6.01404958989059e-09,"ENSG00000104904.8"
"72",522.955612725737,-0.317913639864823,0.0471396128400538,-6.74408678203433,1.53992482605029e-11,6.07650058790485e-09,"ENSG00000120696.8"
"73",374.762205539304,-0.208331594332451,0.0310406851616539,-6.71156558714795,1.92547211358309e-11,7.49377920808345e-09,"ENSG00000176871.4"
"74",398.822962046739,-0.199743293941414,0.0298257517574192,-6.6970078597173,2.12730184299204e-11,8.16740171097932e-09,"ENSG00000139668.7"
"75",3372.47420131649,-0.269682349894369,0.0403060527325139,-6.69086481090278,2.21855548381149e-11,8.40418398007578e-09,"ENSG00000104093.9"
"76",4.7389771898752,-0.75496583064993,0.113028845454261,-6.67940849626251,2.39908578258786e-11,8.96847712751364e-09,"ENSG00000267262.1"
"77",388.38081377106,0.411064011589741,0.061692846413251,6.66307417291493,2.6815823556051e-11,9.82168003304746e-09,"ENSG00000100453.8"
"78",64.6141261195831,0.425367477325482,0.0638473115679333,6.66226136824716,2.69645926781071e-11,9.82168003304746e-09,"ENSG00000122025.10"
"79",82.0025569249266,-0.263974023880495,0.0396709298010829,-6.65409218296894,2.85053979218683e-11,1.02514792450405e-08,"ENSG00000010361.9"
"80",3369.2517579351,-0.332501417710292,0.0501569585844716,-6.62921810042193,3.37469649689147e-11,1.19848127716479e-08,"ENSG00000103381.7"
"81",1405.35427323374,-0.408797849540647,0.0618079877381919,-6.61399706575541,3.7407915740711e-11,1.31209419025845e-08,"ENSG00000099804.4"
"82",396.734546947055,0.209704735818112,0.0317453922855082,6.6058322395922,3.95290323254872e-11,1.36958455780417e-08,"ENSG00000048028.7"
"83",87.4178262059341,-0.420638060983021,0.0638318314205462,-6.58978524698301,4.40463217065125e-11,1.50771089879967e-08,"ENSG00000247400.3"
"84",8857.89761137473,-0.232993913067045,0.0353665992825112,-6.58796485367086,4.45896159121911e-11,1.50813759247769e-08,"ENSG00000026025.9"
"85",718.94086529149,-0.256950118811382,0.0391165160493004,-6.56883957885042,5.07088784223248e-11,1.6949293468902e-08,"ENSG00000165175.11"
"86",4893.37950364064,-0.210484312603463,0.0320895594010299,-6.5592771148085,5.40692423474349e-11,1.78623400503834e-08,"ENSG00000111348.4"
"87",32.4284557625541,0.37639950526846,0.0574262170780852,6.55448894982324,5.58327490895527e-11,1.82329222342906e-08,"ENSG00000132386.6"
"88",33.3882179095536,-0.468406827152458,0.0715062276032212,-6.55057388499903,5.73163900361156e-11,1.85047267876827e-08,"ENSG00000137094.10"
"89",172.364826986218,-0.432131260147232,0.0660250743835058,-6.54495680894206,5.9512582728124e-11,1.89978875043678e-08,"ENSG00000136810.8"
"90",41.5414433514756,-0.583894529660958,0.0897392117808023,-6.50657074063881,7.68857051568096e-11,2.42711085467791e-08,"ENSG00000130300.4"
"91",323.006153473886,-0.510751944117883,0.0793404475551088,-6.43747243501647,1.21479375518825e-10,3.79269289875313e-08,"ENSG00000162366.3"
"92",255.390279809633,-0.301518253615412,0.0470189342242137,-6.41269859877293,1.42965997454704e-10,4.41500755835392e-08,"ENSG00000166169.12"
"93",12.6662785549701,0.401418633895661,0.0626384092759574,6.40850619509168,1.46952309653831e-10,4.48931405330644e-08,"ENSG00000255833.1"
"94",237.707085244203,-0.305765912607888,0.0477566823537627,-6.40257860340663,1.52774429217967e-10,4.61752586011879e-08,"ENSG00000104973.10"
"95",8.92213856467916,0.522766757990871,0.0817421681642587,6.39531308908255,1.6021872045748e-10,4.79155164938681e-08,"ENSG00000163687.9"
"96",2937.08248896524,-0.443544368333529,0.0694850285849745,-6.38330842436239,1.73302364773082e-10,5.12884738080002e-08,"ENSG00000171552.8"
"97",59.1594356310187,-0.3004562738488,0.0471149742599697,-6.37708666019747,1.80488343173982e-10,5.28644775042888e-08,"ENSG00000214530.3"
"98",785.994894511706,-0.283410510036776,0.044479847764811,-6.37166097184776,1.86991886136548e-10,5.42104742553619e-08,"ENSG00000146007.6"
"99",613.291533929926,-0.146766730616471,0.0231274107146188,-6.34600787902727,2.20973922239914e-10,6.28438193488023e-08,"ENSG00000093167.13"
"100",153.636535149426,-0.213702037110251,0.0336758531677554,-6.34585369064591,2.21195379778263e-10,6.28438193488023e-08,"ENSG00000244627.1"
"101",1607.29021906266,-0.352681049258314,0.0556503571807262,-6.33744448598903,2.33607337611232e-10,6.41968625490271e-08,"ENSG00000128487.12"
"102",466.897219279193,-0.315733468450198,0.0498274961235673,-6.33653089184353,2.34996082682722e-10,6.41968625490271e-08,"ENSG00000153046.13"
"103",500.411391124509,-0.517445671138217,0.0816390973738025,-6.33820911528429,2.32451197441414e-10,6.41968625490271e-08,"ENSG00000184792.11"
"104",1644.42300170458,-0.199017498019916,0.0313972180046369,-6.3386984792896,2.31714200896064e-10,6.41968625490271e-08,"ENSG00000235750.5"
"105",705.350388313181,-0.412582132979141,0.0651470177027101,-6.33309317184565,2.40294353323912e-10,6.50190749741491e-08,"ENSG00000088992.13"
"106",409749.244157971,-0.648468920651667,0.102635159757454,-6.31819468283694,2.64636506008343e-10,7.09300733226702e-08,"ENSG00000265150.1"
"107",4745.68553479527,-0.39046094512251,0.0618681868812148,-6.31117485101324,2.7692510242428e-10,7.28807317595639e-08,"ENSG00000143774.12"
"108",308.631698381302,0.132793477125145,0.0210412303506478,6.31110799664129,2.77044772448449e-10,7.28807317595639e-08,"ENSG00000159131.12"
"109",170.290314055983,-0.425988272462562,0.0675293945770951,-6.30819030927682,2.82316949279643e-10,7.29173349634903e-08,"ENSG00000133069.10"
"110",18.4994404918325,-0.36423173499454,0.0577271266010104,-6.30954208949255,2.79862251916965e-10,7.29173349634903e-08,"ENSG00000257698.1"
"111",239.285207629156,-0.218964139662927,0.0347775079981759,-6.29614231342889,3.05144241695253e-10,7.81031806378725e-08,"ENSG00000136868.9"
"112",887.247274841612,0.395096556791089,0.0628996846481208,6.28137579705486,3.35589847283055e-10,8.51289567067756e-08,"ENSG00000180644.6"
"113",1270.17638773918,0.147465598077913,0.0235240666987156,6.2687119521713,3.64046847008305e-10,9.15303979677252e-08,"ENSG00000134900.7"
"114",959.381768994659,-0.245707163900953,0.0392531768508093,-6.25954849042714,3.86093671570094e-10,9.62219938857714e-08,"ENSG00000226608.2"
"115",138.264101362323,0.127845469846182,0.0204325100850365,6.25696350150385,3.92545233608393e-10,9.69791533221569e-08,"ENSG00000114054.9"
"116",1936.13113271779,-0.376758255857228,0.0602726133714517,-6.25090293555581,4.08086450463279e-10,9.90952490949762e-08,"ENSG00000107262.12"
"117",256.242715449655,0.119828775022832,0.0191676798629889,6.2516056131661,4.06254230763282e-10,9.90952490949762e-08,"ENSG00000141385.5"
"118",320.513663308528,-0.393824160166605,0.0632658667248504,-6.22490737192278,4.81840598301381e-10,1.15094000070533e-07,"ENSG00000124588.15"
"119",7213.56147466683,-0.412281199615367,0.0662317027179589,-6.22483165457824,4.82073352166182e-10,1.15094000070533e-07,"ENSG00000136732.10"
"120",211.584353207754,-0.148001061877381,0.0237947276266333,-6.21990989767516,4.97440455485379e-10,1.17773173173292e-07,"ENSG00000185973.6"
"121",45.6940103563315,-0.418937863205016,0.0673720967818424,-6.21826962817528,5.02667262226761e-10,1.18027104025822e-07,"ENSG00000244642.2"
"122",257.818406332259,0.171356931174903,0.0275862818783041,6.21167187121622,5.24238088247195e-10,1.22083019058943e-07,"ENSG00000166508.13"
"123",618.649937427022,-0.243239502179345,0.0393118564113774,-6.18743362394221,6.115158204616e-10,1.41250211179955e-07,"ENSG00000183049.8"
"124",3304.31187034348,-0.19803294541074,0.0320849060498954,-6.17215288406262,6.73663106837208e-10,1.5435034297058e-07,"ENSG00000067082.10"
"125",420.051577878099,-0.282986907650652,0.0458922981309716,-6.16632679503298,6.98945613947815e-10,1.58861950702971e-07,"ENSG00000087074.7"
"126",142.818135703016,0.547618535209257,0.0888602170447023,6.16269634963608,7.15165672866245e-10,1.61258507395261e-07,"ENSG00000169429.6"
"127",9.15567027938895,-0.404145551009969,0.065593515601105,-6.16136438649983,7.21208197951115e-10,1.61340520566844e-07,"ENSG00000267275.1"
"128",558.575141589804,-0.202238107204554,0.0328358177900064,-6.15907021100918,7.31732820523264e-10,1.62416102842863e-07,"ENSG00000165006.9"
"129",1205.45863275321,-0.196569949340886,0.0319239263537564,-6.15744902937845,7.392602456752e-10,1.62814905735489e-07,"ENSG00000051620.6"
"130",781.116191336249,-0.294890211718163,0.0479356817174686,-6.15178925494869,7.66136397723583e-10,1.67436163044036e-07,"ENSG00000183597.11"
"131",3943.57117536669,-0.396646646213571,0.0645786442484944,-6.14207143598898,8.145220868942e-10,1.76651809242375e-07,"ENSG00000172270.14"
"132",3189.09430801675,-0.38194677332683,0.0623045556271685,-6.13031855346832,8.77032893763012e-10,1.8876804200531e-07,"ENSG00000165406.11"
"133",2388.51593067197,-0.184272882156407,0.0301180018819908,-6.11836345845353,9.4541239240341e-10,2.01955725417844e-07,"ENSG00000166046.6"
"134",210.134141635192,0.145469073095111,0.0239053542675566,6.08520883928232,1.16339564705351e-09,2.46665923346546e-07,"ENSG00000167721.6"
"135",155.420716701861,0.250953596156898,0.0412864311044608,6.07835527178283,1.21421502568306e-09,2.55533800701343e-07,"ENSG00000085563.10"
"136",687.044066614475,0.155776800824166,0.0256499283710584,6.07318658245976,1.2539661220959e-09,2.61959055109313e-07,"ENSG00000111670.10"
"137",87.4475420887239,-0.305129609398358,0.0502743381321032,-6.06929142650442,1.28475825855558e-09,2.66432604991407e-07,"ENSG00000104450.8"
"138",587.673635599746,-0.117798276770764,0.0194424041260594,-6.05883284839624,1.37112781221077e-09,2.82283422266089e-07,"ENSG00000163812.9"
"139",461.834456962391,-0.205187233243283,0.0339394897489703,-6.04567819849173,1.48782800687091e-09,3.04105622325247e-07,"ENSG00000134779.10"
"140",589.643675689982,0.184005788570577,0.0304565232679719,6.04158875757423,1.52604020151302e-09,3.09688058322761e-07,"ENSG00000113013.8"
"141",458.481363002994,-0.22146814411379,0.0366916725030157,-6.03592393057547,1.58055701561857e-09,3.1847663383503e-07,"ENSG00000148411.3"
"142",340.876274745078,0.0968286849960311,0.0160908590726099,6.01762059807324,1.76999442286195e-09,3.54135996816414e-07,"ENSG00000163161.8"
"143",2018.05604456953,-0.245324001537182,0.0408453234405808,-6.00617110779069,1.89955723109514e-09,3.77400842605902e-07,"ENSG00000168461.8"
"144",5173.47868413533,-0.800729344076255,0.133437708449579,-6.00077259554275,1.96380861771312e-09,3.87456712762831e-07,"ENSG00000143546.5"
"145",396.418804736094,-0.200358019194192,0.0335431943648083,-5.97313472936247,2.32737535838801e-09,4.56021112463184e-07,"ENSG00000213390.6"
"146",510.816755855447,-0.247836355517408,0.0415759529078511,-5.96105051558799,2.50621468875751e-09,4.87699078919791e-07,"ENSG00000103363.10"
"147",191.102156949676,-0.266182694216769,0.0446710379777073,-5.9587308974017,2.5420429214059e-09,4.91305996190905e-07,"ENSG00000065491.8"
"148",312.856043862059,-0.227692913460793,0.0382950425624084,-5.94575428633426,2.75186683872793e-09,5.28265464561481e-07,"ENSG00000156313.8"
"149",6801.95307223739,-0.43857989263289,0.0737852554171332,-5.94400453252412,2.7814190439239e-09,5.30355009778e-07,"ENSG00000013306.11"
